,dt,f1,f5,f2,f4,agg,f3,cd_f1,cd_f5,cd_f2,cd_f4,cd_agg,cd_f3,Size,cd_coper,sz_anal,cd_anal,sz_dist,cd_dist,sz_logg,cd_logg
0,20211214,2147,3010,1086,426,,23375,2453886,2652343,1313471,446203,,25751292,2655189,-15674,1931096,1037,2932359,19192,1744937,17338
1,20211215,1937,2675,1075,372,,20596,2455823,2655018,1314546,446575,,25771888,2660503,5314,1933663,2567,2953101,20742,1752366,7429
2,20211216,1888,2767,998,388,,22040,2457711,2657785,1315544,446963,,25793928,2662213,1710,1935328,1665,2974191,21090,1757738,5372
3,20211217,1445,2209,893,330,,18179,2459156,2659994,1316437,447293,,25812107,2663908,1695,1937038,1710,2988452,14261,1758035,297
4,20211218,611,821,432,84,,6078,2459767,2660815,1316869,447377,,25818185,2657027,-6881,1938254,1216,2991049,2597,1749164,-8871
5,20211219,545,761,425,46,,5089,2460312,2661576,1317294,447423,,25823274,2658165,1138,1938836,582,2972162,-18887,1734259,-14905
6,20211220,1797,2793,1014,371,,22691,2462109,2664369,1318308,447794,,25845965,2668244,10079,1941411,2575,2950650,-21512,1779352,45093
7,20211221,2084,3288,1111,425,,23114,2464193,2667657,1319419,448219,,25869079,2662697,-5547,1941560,149,2955271,4621,1832943,53591
8,20211222,1725,2870,1072,403,,21548,2465918,2670527,1320491,448622,,25890627,2664409,1712,1943685,2125,2976063,20792,1834953,2010
9,20211223,1884,2954,1061,412,,36558,2467802,2673481,1321552,449034,,25927185,2669459,5050,1945233,1548,3031990,55927,1839958,5005
10,20211224,1631,2623,1002,429,,43335,2469433,2676104,1322554,449463,,25970520,2671679,2220,1947164,1931,3073147,41157,1842108,2150
11,20211225,674,929,460,67,,7087,2470107,2677033,1323014,449530,,25977607,2671508,-171,1947968,804,3076321,3174,1835564,-6544
12,20211226,617,930,465,87,,5560,2470724,2677963,1323479,449617,,25983167,2672604,1096,1948637,669,3051015,-25306,1807220,-28344
13,20211227,1856,2868,1094,364,,40654,2472580,2680831,1324573,449981,,26023821,2682241,9637,1950212,1575,3070855,19840,1845661,38441
14,20211228,2258,3359,1090,362,,37451,2474838,2684190,1325663,450343,,26061272,2680424,-1817,1950310,98,3100299,29444,1848510,2849
15,20211229,1976,2986,1066,351,,65631,2476814,2687176,1326729,450694,,26126903,2693422,12998,1954325,4015,3114792,14493,1848704,194
16,20211230,1750,3105,1131,334,,21809,2478564,2690281,1327860,451028,,26148712,2687290,-6132,1954359,34,3137766,22974,1839394,-9310
17,20220101,1242,2100,840,375,,19372,2479806,2692381,1328700,451403,,26168084,2717364,30074,1956271,1912,3148480,10714,1841642,2248
18,20220102,16,19,15,,,7430,2479822,2692400,1328715,,,26175514,2694516,-22848,1962150,5879,3152213,3733,1838210,-3432
19,20220103,624,895,457,76,,6241,2480446,2693295,1329172,451479,,26181755,2708069,13553,1962724,574,3129958,-22255,1821682,-16528
20,20220104,2077,3037,1043,401,,40939,2482523,2696332,1330215,451880,,26222694,2707558,-511,1965222,2498,3115477,-14481,1874799,53117
21,20220105,2389,3373,1177,421,,25230,2484912,2699705,1331392,452301,,26247924,2697648,-9910,1965256,34,3115686,209,1876782,1983
22,20220106,1796,3136,1082,432,,30670,2486708,2702841,1332474,452733,,26278594,2699374,1726,1966253,997,3135939,20253,1876836,54
23,20220107,2169,2931,1078,404,,24285,2488877,2705772,1333552,453137,,26302879,2705508,6134,1968327,2074,3161990,26051,1887172,10336
24,20220108,1687,2730,1043,361,,20302,2490564,2708502,1334595,453498,,26323181,2705552,44,1970563,2236,3165769,3779,1892520,5348
25,20220109,565,846,418,68,,5746,2491129,2709348,1335013,453566,,26328927,2281253,-424299,1971414,851,3167593,1824,1894356,1836
26,20220110,459,626,387,38,,3866,2491588,2709974,1335400,453604,,26332793,2285436,4183,1972086,672,3146593,-21000,1857385,-36971
27,20220111,1797,2871,1045,394,,22558,2493385,2712845,1336445,453998,,26355351,2292724,7288,1974210,2124,3127680,-18913,1905512,48127
28,20220112,1756,2943,1071,408,,22788,2495141,2715788,1337516,454406,,26378139,2289112,-3612,1975576,1366,3129175,1495,1914168,8656
29,20220113,2315,3342,1113,384,,21955,2497456,2719130,1338629,454790,,26400094,2291692,2580,1978314,2738,3149281,20106,1916332,2164
30,20220114,1949,3056,1061,407,,22783,2499405,2722186,1339690,455197,,26422877,2298071,6379,1980566,2252,3169997,20716,1922588,6256
31,20220115,1773,2841,1001,348,,21637,2501178,2725027,1340691,455545,,26444514,2302524,4453,1982894,2328,3173147,3150,1924658,2070
32,20220116,612,829,409,80,,6327,2501790,2725856,1341100,455625,,26450841,2295484,-7040,1983779,885,3168993,-4154,1920260,-4398
33,20220117,222,265,182,15,,2986,2502012,2726121,1341282,455640,,26453827,2330470,34986,2086526,102747,3148033,-20960,1894286,-25974
34,20220118,1748,2878,1030,375,,22096,2503760,2728999,1342312,456015,,26475923,2311733,-18737,2226597,140071,3124967,-23066,1943407,49121
35,20220119,1943,3024,1046,365,,21007,2505703,2732023,1343358,456380,,26496930,2290848,-20885,1951830,-274767,3125226,259,1953931,10524
36,20220120,1896,3213,1113,433,,23280,2507599,2735236,1344471,456813,,26520210,2291344,496,1954657,2827,3143370,18144,1959912,5981
37,20220121,2029,3149,1128,404,,24847,2509628,2738385,1345599,457217,,26545057,2298163,6819,1956460,1803,3164623,21253,1971233,11321
38,20220122,1912,3002,1083,418,,22703,2511540,2741387,1346682,457635,,26567760,2299788,1625,1958901,2441,3168456,3833,2006509,35276
39,20220123,645,855,460,84,,6016,2512185,2742242,1347142,457719,,26573776,2300451,663,1959845,944,3168275,-181,2022769,16260
40,20220124,652,926,439,86,,5888,2512837,2743168,1347581,457805,,26579664,2311675,11224,1960482,637,3147095,-21180,2028486,5717
41,20220125,2026,3056,1153,356,,22737,2514863,2746224,1348734,458161,,26602401,2311928,253,1963158,2676,3128062,-19033,2080273,51787
42,20220126,1936,3136,1109,420,,23042,2516799,2749360,1349843,458581,,26625443,2306983,-4945,1964329,1171,3128399,337,2089379,9106
43,20220127,1972,3509,1136,398,,22759,2518771,2752869,1350979,458979,,26648202,2307483,500,1966583,2254,3148354,19955,2091448,2069
44,20220128,2036,3345,1093,385,,23705,2520807,2756214,1352072,459364,,26671907,2321961,14478,1968199,1616,3169538,21184,2093726,2278
45,20220129,1554,2396,1015,386,,22268,2522361,2758610,1353087,459750,,26694175,2318607,-3354,1969855,1656,3172856,3318,2096056,2330
46,20220130,619,1071,467,82,,7081,2522980,2759681,1353554,459832,,26701256,2316271,-2336,1973770,3915,3172202,-654,2093998,-2058
47,20220131,593,844,443,82,,3664,2523573,2760525,1353997,459914,,26704920,2318621,2350,1974448,678,3153170,-19032,2081257,-12741
48,20220201,1984,2866,1036,353,,22249,2525557,2763391,1355033,460267,,26727169,2351804,33183,1976628,2180,3147430,-5740,2121246,39989
49,20220202,2048,3124,1119,384,,30025,2527605,2766515,1356152,460651,,26757194,2330967,-20837,1979136,2508,3174573,27143,2136497,15251
50,20220203,1816,2975,1141,375,,23530,2529421,2769490,1357293,461026,,26780724,2334519,3552,1980238,1102,3193040,18467,2138564,2067
51,20220204,1757,3136,1084,393,,23204,2531178,2772626,1358377,461419,,26803928,2331817,-2702,1982475,2237,3208664,15624,2142352,3788
52,20220205,1806,2734,1012,338,,18171,2532984,2775360,1359389,461757,,26822099,2336412,4595,1984420,1945,3212887,4223,2150000,7648
53,20220206,567,830,433,82,,19502,2533551,2776190,1359822,461839,,26841601,2337812,1400,1985596,1176,3216825,3938,2151987,1987
54,20220207,739,878,465,72,,3869,2534290,2777068,1360287,461911,,26845470,2339099,1287,1986220,624,3193158,-23667,2147289,-4698
55,20220208,1861,2888,1060,388,,25794,2536151,2779956,1361347,462299,,26871264,2347169,8070,1988720,2500,3180883,-12275,2193696,46407
56,20220209,2066,3134,1139,398,,23403,2538217,2783090,1362486,462697,,26894667,2343260,-3909,1988981,261,3185429,4546,2203696,10000
57,20220210,2018,3188,1067,375,,22037,2540235,2786278,1363553,463072,,26916704,2346307,3047,1991168,2187,3204321,18892,2204022,326
58,20220211,2030,3273,1141,392,,36334,2542265,2789551,1364694,463464,,26953038,2347018,711,1992756,1588,3224494,20173,2211094,7072
59,20220212,1656,2665,960,389,,21164,2543921,2792216,1365654,463853,,26974202,2347705,687,1994534,1778,3227984,3490,2213227,2133
60,20220213,671,835,445,68,,6627,2544592,2793051,1366099,463921,,26980829,2347582,-123,1995325,791,3229938,1954,2207206,-6021
61,20220214,556,757,428,52,,6131,2545148,2793808,1366527,463973,,26986960,2361867,14285,1996070,745,3207575,-22363,2183368,-23838
62,20220215,1974,2978,1085,384,,22575,2547122,2796786,1367612,464357,,27009535,2361355,-512,1998275,2205,3189907,-17668,2219816,36448
63,20220216,2017,3348,1210,463,,25032,2549139,2800134,1368822,464820,,27034567,2353896,-7459,1998514,239,3198653,8746,2237934,18118
64,20220217,2161,3262,1149,392,,22403,2551300,2803396,1369971,465212,,27056970,2357707,3811,2000775,2261,3218660,20007,2251597,13663
65,20220218,2139,3274,1185,448,,25258,2553439,2806670,1371156,465660,,27082228,2364687,6980,2002400,1625,3242949,24289,2268628,17031
66,20220219,1679,3022,1019,424,,24341,2555118,2809692,1372175,466084,,27106569,2366237,1550,2004375,1975,3246646,3697,2270396,1768
67,20220220,658,989,449,96,,7448,2555776,2810681,1372624,466180,,27114017,2365379,-858,2005108,733,3249443,2797,2267259,-3137
68,20220221,608,886,449,65,,6052,2556384,2811567,1373073,466245,,27120069,2376893,11514,2005795,687,3228733,-20710,2225045,-42214
69,20220222,2292,3221,1193,435,,24639,2558676,2814788,1374266,466680,,27144708,2377763,870,2007944,2149,3209826,-18907,2247941,22896
70,20220223,2009,3240,1134,387,,22157,2560685,2818028,1375400,467067,,27166865,2371415,-6348,2008169,225,3190626,-19200,2249984,2043
71,20220224,1818,3254,1118,406,,22153,2562503,2821282,1376518,467473,,27189018,2372950,1535,2010221,2052,3174559,-16067,2264479,14495
72,20220225,1958,3070,1118,407,,23644,2564461,2824352,1377636,467880,,27212662,2380990,8040,2011904,1683,3196323,21764,2266319,1840
73,20220226,1683,2642,991,383,,18534,2566144,2826994,1378627,468263,,27231196,2381789,799,2013950,2046,3200086,3763,2268108,1789
74,20220227,578,720,402,82,,11386,2566722,2827714,1379029,468345,,27242582,2374769,-7020,2014703,753,3169504,-30582,2264920,-3188
75,20220228,614,744,409,44,,5365,2567336,2828458,1379438,468389,,27247947,2383831,9062,2015312,609,3123715,-45789,2217142,-47778
76,20220228,706,1001,488,91,,8754,2568042,2829459,1379926,468480,,27256701,2387751,3920,2017522,2210,3106886,-16829,2211743,-5399
77,20220228,2089,2909,1039,367,,21404,2570131,2832368,1380965,468847,,27278105,2398528,10777,2020115,2593,3091469,-15417,2212799,1056
78,20220228,2165,3300,1087,417,,23241,2572296,2835668,1382052,469264,,27301346,2395285,-3243,2022744,2629,3115768,24299,2214900,2101
79,20220301,2225,3253,1170,427,,24946,2574521,2838921,1383222,469691,,27326292,2425779,30494,2022764,20,3137933,22165,2216892,1992
80,20220302,1962,2990,1051,425,,25418,2576483,2841911,1384273,470116,,27351710,2425237,-542,2028588,5824,3138231,298,2217447,555
81,20220303,819,1015,465,108,,12249,2577302,2842926,1384738,470224,,27363959,2392486,-32751,2033018,4430,3140213,1982,2214882,-2565
82,20220304,708,954,467,76,,4045,2578010,2843880,1385205,470300,,27368004,2395354,2868,2033749,731,3119172,-21041,2168452,-46430
83,20220305,1931,3102,1164,412,,31628,2579941,2846982,1386369,470712,,27399632,2408157,12803,2036360,2611,3095192,-23980,2208229,39777
84,20220306,1815,3359,1130,397,,32095,2581756,2850341,1387499,471109,,27431727,2403952,-4205,2036393,33,3112275,17083,2212019,3790
85,20220307,1983,3389,1175,453,,23631,2583739,2853730,1388674,471562,,27455358,2406126,2174,2038883,2490,3133790,21515,2214005,1986
86,20220308,1812,3272,1121,437,,20690,2585551,2857002,1389795,471999,,27476048,2412046,5920,2040533,1650,3158167,24377,2215720,1715
87,20220309,1845,2853,994,362,,24177,2587396,2859855,1390789,472361,,27500225,2412330,284,2042443,1910,3161848,3681,2214811,-909
88,20220310,699,1066,487,113,,9633,2588095,2860921,1391276,472474,,27509858,2410219,-2111,2044092,1649,3161565,-283,2208637,-6174
89,20220311,728,912,430,86,,3937,2588823,2861833,1391706,472560,,27513795,2412756,2537,2044733,641,3142729,-18836,2160855,-47782
90,20220312,2250,3211,1085,395,,23413,2591073,2865044,1392791,472955,,27537208,2421824,9068,2047378,2645,3126083,-16646,2190366,29511
91,20220313,2275,3102,1181,393,,24261,2593348,2868146,1393972,473348,,27561469,2420328,-1496,2047985,607,3131530,5447,2192960,2594
92,20220314,2280,3519,1260,465,,25663,2595628,2871665,1395232,473813,,27587132,2420798,470,2050527,2542,3151328,19798,2195179,2219
93,20220315,2314,3363,1155,425,,22526,2597942,2875028,1396387,474238,,27609658,2430243,9445,2052409,1882,3174026,22698,2179379,-15800
94,20220316,2014,3111,1004,421,,24460,2599956,2878139,1397391,474659,,27634118,2432561,2318,2054922,2513,3177684,3658,2178204,-1175
95,20220317,612,996,441,82,,9664,2600568,2879135,1397832,474741,,27643782,2425255,-7306,2055780,858,3179885,2201,2174619,-3585
96,20220318,583,859,433,72,,5614,2601151,2879994,1398265,474813,,27649396,2428180,2925,2056488,708,3161588,-18297,2125970,-48649
97,20220319,790,1312,519,156,,13136,2601941,2881306,1398784,474969,,27662532,2434781,6601,2057646,1158,3142248,-19340,2109264,-16706
98,20220320,2297,3684,1195,468,,23080,2604238,2884990,1399979,475437,,27685612,2434555,-226,2058306,660,3125852,-16396,2130276,21012
99,20220321,2203,3591,1243,498,,31090,2606441,2888581,1401222,475935,,27716702,2437069,2514,2061116,2810,3151300,25448,2134896,4620
100,20220322,2128,3488,1183,492,,28489,2608569,2892069,1402405,476427,,27745191,2442333,5264,2063190,2074,3174158,22858,2141439,6543
101,20220323,1755,3016,1031,393,,19468,2610324,2895085,1403436,476820,,27764659,2444033,1700,2065853,2663,3179147,4989,2143453,2014
102,20220324,687,1082,478,105,,12735,2611011,2896167,1403914,476925,,27777394,2441440,-2593,2066776,923,3179930,783,2135038,-8415
103,20220325,750,979,494,112,,6872,2611761,2897146,1404408,477037,,27784266,2444333,2893,2067511,735,3160943,-18987,2084629,-50409
104,20220326,2295,3541,1200,426,,25470,2614056,2900687,1405608,477463,,27809736,2455353,11020,2070266,2755,3145047,-15896,2106596,21967
105,20220327,2304,3927,1315,508,,24964,2616360,2904614,1406923,477971,,27834700,2449280,-6073,2070500,234,3152758,7711,2112754,6158
106,20220328,2181,3692,1220,522,,27593,2618541,2908306,1408143,478493,,27862293,2453066,3786,2073524,3024,3176266,23508,2118478,5724
107,20220329,2275,3500,1253,506,,27865,2620816,2911806,1409396,478999,,27890158,2471534,18468,2077365,3841,3200899,24633,2121081,2603
108,20220330,1798,3300,1144,524,,26069,2622614,2915106,1410540,479523,,27916227,2466935,-4599,2079939,2574,3208407,7508,2124479,3398
109,20220401,660,976,425,84,,9064,2623274,2916082,1410965,479607,,27925291,2465441,-1494,2080801,862,3208646,239,2126491,2012
110,20220402,673,890,438,72,,7526,2623947,2916972,1411403,479679,,27932817,2468427,2986,2081685,884,3182342,-26304,2080012,-46479
111,20220403,2053,3404,1283,444,,25745,2626000,2920376,1412686,480123,,27958562,2504418,35991,2085011,3326,3169146,-13196,2116916,36904
112,20220404,2159,3421,1212,504,,32997,2628159,2923797,1413898,480627,,27991559,2479489,-24929,2085210,199,3184326,15180,2122131,5215
113,20220405,2472,3628,1226,496,,27585,2630631,2927425,1415124,481123,,28019144,2481295,1806,2088084,2874,3198031,13705,2125315,3184
114,20220406,2110,3503,1232,481,,37552,2632741,2930928,1416356,481604,,28056696,2481986,691,2089520,1436,3233548,35517,2127346,2031
115,20220407,1961,3142,1121,448,,25665,2634702,2934070,1417477,482052,,28082361,2483215,1229,2092066,2546,3237784,4236,2122986,-4360
116,20220408,528,824,410,58,,12107,2635230,2934894,1417887,482110,,28094468,2481886,-1329,2092960,894,3231217,-6567,2120900,-2086
117,20220409,809,1188,509,127,,5188,2636039,2936082,1418396,482237,,28099656,2484940,3054,2093782,822,3210204,-21013,2071017,-49883
118,20220410,2421,3917,1291,544,,27163,2638460,2939999,1419687,482781,,28126819,2495902,10962,2096561,2779,3198736,-11468,2129686,58669
119,20220411,2418,3608,1252,392,,25996,2640878,2943607,1420939,483173,,28152815,2488923,-6979,2097123,562,3203461,4725,2136223,6537
120,20220412,2365,3890,1296,481,,27438,2643243,2947497,1422235,483654,,28180253,2491170,2247,2099830,2707,3223752,20291,2142146,5923
121,20220413,2326,3927,1299,506,,26169,2645569,2951424,1423534,484160,,28206422,2499022,7852,2102115,2285,3246958,23206,2144303,2157
122,20220414,1959,3344,1144,443,,24672,2647528,2954768,1424678,484603,,28231094,2498661,-361,2104602,2487,3250587,3629,2141180,-3123
123,20220415,706,1313,479,125,,10791,2648234,2956081,1425157,484728,,28241885,2498971,310,2105522,920,3251469,882,2138581,-2599
124,20220416,722,1151,502,113,,8506,2648956,2957232,1425659,484841,,28250391,2502121,3150,2106320,798,3231056,-20413,2091926,-46655
125,20220417,2235,3731,1275,539,,28105,2651191,2960963,1426934,485380,,28278496,2512878,10757,2109220,2900,3220416,-10640,2153644,61718
126,20220418,2456,3745,1290,515,,28794,2653647,2964708,1428224,485895,,28307290,2513783,905,2109259,39,3225102,4686,2213422,59778
127,20220419,2391,3722,1224,456,,27006,2656038,2968430,1429448,486351,,28334296,2513227,-556,2111518,2259,3244600,19498,2219729,6307
128,20220420,2396,3614,1228,521,,26842,2658434,2972044,1430676,486872,,28361138,2516214,2987,2113491,1973,3267685,23085,2221672,1943
129,20220421,1944,3349,1129,467,,27302,2660378,2975393,1431805,487339,,28388440,2518628,2414,2116008,2517,3269144,1459,2221869,197
130,20220422,771,1170,501,119,,11335,2661149,2976563,1432306,487458,,28399775,2521159,2531,2116533,525,3275407,6263,2222119,250
131,20220423,703,1112,475,115,,9213,2661852,2977675,1432781,487573,,28408988,2523796,2637,2117396,863,3257808,-17599,2173049,-49070
132,20220424,2262,3406,1241,458,,25009,2664114,2981081,1434022,488031,,28433997,2530264,6468,2120188,2792,3241977,-15831,2230645,57596
133,20220425,2202,3414,1144,439,,26951,2666316,2984495,1435166,488470,,28460948,2524765,-5499,2120230,42,3249826,7849,2235241,4596
134,20220426,2285,3358,1232,526,,27851,2668601,2987853,1436398,488996,,28488799,2527490,2725,2121526,1296,3273195,23369,2237223,1982
135,20220427,2042,3232,1192,485,,24528,2670643,2991085,1437590,489481,,28513327,2533437,5947,2123588,2062,3297799,24604,2238500,1277
136,20220428,1894,3136,1070,418,,24571,2672537,2994221,1438660,489899,,28537898,2541856,8419,2126231,2643,3318995,21196,2238928,428
137,20220429,657,972,470,96,,6835,2673194,2995193,1439130,489995,,28544733,2535255,-6601,2128139,1908,3321319,2324,2239168,240
138,20220430,755,990,507,100,,5538,2673949,2996183,1439637,490095,,28550271,2542813,7558,2129323,1184,3301523,-19796,2195519,-43649
139,20220430,2054,3327,1244,466,,23423,2676003,2999510,1440881,490561,,28573694,2540532,-2281,2132030,2707,3287154,-14369,2254544,59025
140,20220501,2397,3496,1231,476,,28988,2678400,3003006,1442112,491037,,28602682,2579096,38564,2133761,1731,3294028,6874,2265712,11168
141,20220502,2373,3659,1326,462,,28825,2680773,3006665,1443438,491499,,28631507,2578637,-459,2137059,3298,3315739,21711,2270351,4639
142,20220503,1996,3196,1182,356,,14531,2682769,3009861,1444620,491855,,28646038,2566726,-11911,2137531,472,3322105,6366,2283247,12896
143,20220504,2085,3210,1168,542,,30666,2684854,3013071,1445788,492397,,28676704,2565171,-1555,2140146,2615,3335916,13811,2287456,4209
144,20220505,640,1021,516,118,,8177,2685494,3014092,1446304,492515,,28684881,2548736,-16435,2143952,3806,3335973,57,2289279,1823
145,20220506,661,910,468,104,,13270,2686155,3015002,1446772,492619,,28698151,2551763,3027,2144171,219,3309473,-26500,2242854,-46425
146,20220507,2081,3603,1263,457,,25830,2688236,3018605,1448035,493076,,28723981,2559566,7803,2147497,3326,3302774,-6699,2302397,59543
147,20220508,2323,4047,1298,518,,28815,2690559,3022652,1449333,493594,,28752796,2559089,-477,2150061,2564,3310738,7964,2348321,45924
148,20220509,2330,3824,1270,511,,27531,2692889,3026476,1450603,494105,,28780327,2559124,35,2153283,3222,3334905,24167,2351913,3592
149,20220510,2301,3799,1294,557,,28353,2695190,3030275,1451897,494662,,28808680,2566159,7035,2153326,43,3365455,30550,2354760,2847
150,20220511,2413,3258,1145,502,,26178,2697603,3033533,1453042,495164,,28834858,2567427,1268,2152896,-430,3372548,7093,2356733,1973
151,20220512,627,804,469,99,,6402,2698230,3034337,1453511,495263,,28841260,2569824,2397,2154177,1281,3373282,734,2355343,-1390
152,20220513,758,913,486,117,,6726,2698988,3035250,1453997,495380,,28847986,2572687,2863,2155204,1027,3352025,-21257,2312763,-42580
153,20220514,2320,3846,1376,526,,29488,2701308,3039096,1455373,495906,,28877474,2580635,7948,2158282,3078,3347780,-4245,2372897,60134
154,20220515,2257,3715,1326,518,,29196,2703565,3042811,1456699,496424,,28906670,2580092,-543,2159437,1155,3359919,12139,2381908,9011
155,20220516,2202,3645,1309,530,,28093,2705767,3046456,1458008,496954,,28934763,2582148,2056,2162384,2947,3385828,25909,2384091,2183
156,20220517,2418,3704,1227,493,,26090,2708185,3050160,1459235,497447,,28960853,2589173,7025,2164251,1867,3413794,27966,2385722,1631
157,20220518,1959,3228,1177,497,,25736,2710144,3053388,1460412,497944,,28986589,2588636,-537,2166456,2205,3434379,20585,2386480,758
158,20220519,800,1037,458,101,,5207,2710944,3054425,1460870,498045,,28991796,2588999,363,2167239,783,3434943,564,2382725,-3755
159,20220520,725,991,491,104,,6705,2711669,3055416,1461361,498149,,28998501,2592131,3132,2168032,793,3412719,-22224,2329683,-53042
160,20220521,2062,3201,1183,471,,29924,2713731,3058617,1462544,498620,,29028425,2600363,8232,2170135,2103,3398759,-13960,2385595,55912
161,20220522,2181,3691,1244,529,,28887,2715912,3062308,1463788,499149,,29057312,2600738,375,2170182,47,3414048,15289,2390618,5023
162,20220523,2528,3914,1330,557,,28299,2718440,3066222,1465118,499706,,29085611,2600800,62,2172365,2183,3439356,25308,2394276,3658
163,20220524,2495,3752,1319,588,,28125,2720935,3069974,1466437,500294,,29113736,2608488,7688,2173904,1539,3469301,29945,2395934,1658
164,20220525,1799,2917,1025,390,,22683,2722734,3072891,1467462,500684,,29136419,2609411,923,2175853,1949,3469835,534,2397182,1248
165,20220526,706,955,463,78,,12670,2723440,3073846,1467925,500762,,29149089,2607700,-1711,2176678,825,3472302,2467,2393142,-4040
166,20220527,233,302,185,31,,1463,2723673,3074148,1468110,500793,,29150552,2610016,2316,2177177,499,3451870,-20432,2342831,-50311
167,20220528,2296,3566,1204,529,,30921,2725969,3077714,1469314,501322,,29181473,2621022,11006,2179618,2441,3434556,-17314,2393660,50829
168,20220529,2564,3625,1205,529,,24446,2728533,3081339,1470519,501851,,29205919,2622401,1379,2179740,122,3443207,8651,2395241,1581
169,20220530,2364,3362,1195,555,,29489,2730897,3084701,1471714,502406,,29235408,2622940,539,2181679,1939,3471876,28669,2396457,1216
170,20220601,2056,3253,1084,482,,27468,2732953,3087954,1472798,502888,,29262876,2657762,34822,2185138,3459,3495379,23503,2395115,-1342
171,20220602,1929,3041,1035,511,,25656,2734882,3090995,1473833,503399,,29288532,2660294,2532,2190667,5529,3500379,5000,2387371,-7744
172,20220603,579,871,444,95,,12974,2735461,3091866,1474277,503494,,29301506,2620499,-39795,2192890,2223,3507638,7259,2380174,-7197
173,20220604,535,686,439,74,,7032,2735996,3092552,1474716,503568,,29308538,2623362,2863,2193418,528,3480284,-27354,2328508,-51666
174,20220605,1906,3284,1164,477,,25114,2737902,3095836,1475880,504045,,29333652,2635393,12031,2194434,1016,3456398,-23886,2378766,50258
175,20220606,2547,3455,1295,454,,31367,2740449,3099291,1477175,504499,,29365019,2629584,-5809,2195553,1119,3462387,5989,2380200,1434
176,20220607,2412,3380,1286,518,,42032,2742861,3102671,1478461,505017,,29407051,2632896,3312,2199266,3713,3495051,32664,2378542,-1658
177,20220608,2374,3135,1202,493,,27970,2745235,3105806,1479663,505510,,29435021,2639976,7080,2200139,873,3522402,27351,2374148,-4394
178,20220609,1612,2828,1019,442,,24924,2746847,3108634,1480682,505952,,29459945,2639436,-540,2203690,3551,3524953,2551,2366706,-7442
179,20220610,599,810,439,102,,14113,2747446,3109444,1481121,506054,,29474058,2642503,3067,2204512,822,3528116,3163,2354681,-12025
180,20220611,630,770,442,89,,4248,2748076,3110214,1481563,506143,,29478306,2643569,1066,2205181,669,3509012,-19104,2299299,-55382
181,20220612,1878,2822,1186,506,,28208,2749954,3113036,1482749,506649,,29506514,2652380,8811,2207609,2428,3490867,-18145,2342521,43222
182,20220613,1971,3137,1173,466,,27125,2751925,3116173,1483922,507115,,29533639,2647986,-4394,2207716,107,3496610,5743,2343668,1147
183,20220614,2003,3040,1196,503,,27699,2753928,3119213,1485118,507618,,29561338,2648129,143,2210125,2409,3520204,23594,2331527,-12141
184,20220615,2108,2938,1207,455,,25661,2756036,3122151,1486325,508073,,29586999,2655580,7451,2211311,1186,3543079,22875,2322900,-8627
185,20220616,1676,2747,1066,506,,26192,2757712,3124898,1487391,508579,,29613191,2655165,-415,2213217,1906,3545948,2869,2311236,-11664
186,20220617,584,836,448,108,,13453,2758296,3125734,1487839,508687,,29626644,2654271,-894,2214641,1424,3548734,2786,2296811,-14425
187,20220618,573,702,421,60,,3756,2758869,3126436,1488260,508747,,29630400,2657180,2909,2215280,639,3527144,-21590,2243399,-53412
188,20220619,1646,2854,1105,416,,24325,2760515,3129290,1489365,509163,,29654725,2666538,9358,2217052,1772,3506124,-21020,2284063,40664
189,20220620,1872,2968,1120,477,,27010,2762387,3132258,1490485,509640,,29681735,2660525,-6013,2217091,39,3511577,5453,2284966,903
190,20220621,1962,2932,1103,462,,26725,2764349,3135190,1491588,510102,,29708460,2660085,-440,2218389,1298,3532730,21153,2272295,-12671
191,20220622,1486,2581,1013,426,,22185,2765835,3137771,1492601,510528,,29730645,2666129,6044,2219353,964,3554055,21325,2253200,-19095
192,20220623,977,1414,677,265,,15379,2766812,3139185,1493278,510793,,29746024,2664686,-1443,2220618,1265,3556529,2474,2234653,-18547
193,20220624,401,453,345,40,,8279,2767213,3139638,1493623,510833,,29754303,2661272,-3414,2222555,1937,3548069,-8460,2203686,-30967
194,20220625,326,321,317,14,,4890,2767539,3139959,1493940,510847,,29759193,2663723,2451,2223039,484,3524305,-23764,2144355,-59331
195,20220626,429,483,371,43,,4604,2767968,3140442,1494311,510890,,29763797,2669537,5814,2226461,3422,3496378,-27927,2137115,-7240
196,20220627,520,607,400,61,,6124,2768488,3141049,1494711,510951,,29769921,2662990,-6547,2226511,50,3473467,-22911,2137721,606
197,20220628,742,1297,680,141,,14148,2769230,3142346,1495391,511092,,29784069,2674784,11794,2225854,-657,3457111,-16356,2079448,-58273
198,20220629,777,1259,663,144,,16060,2770007,3143605,1496054,511236,,29800129,2688552,13768,2225951,97,3467816,10705,2039154,-40294
199,20220630,697,1290,595,135,,12685,2770704,3144895,1496649,511371,,29812814,2687387,-1165,2229239,3288,3473349,5533,1996791,-42363
200,20220630,466,540,405,65,,8705,2771170,3145435,1497054,511436,,29821519,2670575,-16812,2229276,37,3460739,-12610,1954764,-42027
201,20220701,544,600,411,58,,7434,2771714,3146035,1497465,511494,,29828953,2679077,8502,2231465,2189,3430165,-30574,1897270,-57494
202,20220702,652,779,457,84,,7104,2772366,3146814,1497922,511578,,29836057,2679969,892,2233506,2041,3406837,-23328,1894468,-2802
