,dt,f1,f5,f2,f4,agg,f3,cd_f1,cd_f5,cd_f2,cd_f4,cd_agg,cd_f3,Size,cd_coper,sz_anal,cd_anal,sz_dist,cd_dist,sz_logg,cd_logg
843,20241017,3106,4061,1444,666,,38024,4673151,5616357,2466667,849770,,51256934,4697900,7512,2581371,1453,4464261,31341,3081687,384
844,20241018,1175,1234,581,153,,13523,4674326,5617591,2467248,849923,,51270457,4700707,2807,2583570,2199,4468726,4465,3077743,-3944
845,20241019,786,985,503,113,,10174,4675112,5618576,2467751,850036,,51280631,4696282,-4425,2584780,1210,4446472,-22254,3011665,-66078
846,20241020,536,616,413,58,,7107,4675648,5619192,2468164,850094,,51287738,4698054,1772,2584001,-779,4414178,-32294,2953619,-58046
847,20241021,915,1044,530,119,,14047,4676563,5620236,2468694,850213,,51301785,4708777,10723,2584001,0,4383462,-30716,2946411,-7208
848,20241022,3240,3929,1492,552,,28261,4679803,5624165,2470186,850765,,51330046,4702760,-6017,2583678,-323,4356726,-26736,2946067,-344
849,20241023,3650,4107,1489,601,,40186,4683453,5628272,2471675,851366,,51370232,4706330,3570,2585447,1769,4391349,34623,2946439,372
850,20241024,3501,4212,1427,640,,35918,4686954,5632484,2473102,852006,,51406150,4716003,9673,2587614,2167,4425247,33898,2946768,329
851,20241025,3021,3676,1321,608,,33929,4689975,5636160,2474423,852614,,51440079,4717850,1847,2591626,4012,4430529,5282,2940632,-6136
852,20241026,970,1077,521,113,,15100,4690945,5637237,2474944,852727,,51455179,4705144,-12706,2593126,1500,4432161,1632,2928948,-11684
853,20241027,764,958,486,120,,6920,4691709,5638195,2475430,852847,,51462099,4708046,2902,2592490,-636,4401439,-30722,2869642,-59306
854,20241028,3520,4142,1597,602,,34417,4695229,5642337,2477027,853449,,51496516,4723253,15207,2596110,3620,4376164,-25275,2934979,65337
855,20241029,3792,4575,1555,576,,39506,4699021,5646912,2478582,854025,,51536022,4739224,15971,2597538,1428,4381875,5711,2935686,707
856,20241030,3873,4444,1475,623,,36241,4702894,5651356,2480057,854648,,51572263,4733629,-5595,2600194,2656,4417386,35511,2936102,416
857,20241101,3500,4336,1499,685,,38804,4706394,5655692,2481556,855333,,51611067,4809681,76052,2600203,9,4453296,35910,2933826,-2276
858,20241102,2931,3519,1270,593,,32509,4709325,5659211,2482826,855926,,51643576,4806419,-3262,2605325,5122,4453926,630,2931987,-1839
859,20241103,1002,1118,546,120,,25654,4710327,5660329,2483372,856046,,51669230,4742432,-63987,2609686,4361,4463990,10064,2917797,-14190
860,20241104,703,1058,491,109,,11219,4711030,5661387,2483863,856155,,51680449,4744835,2403,2609131,-555,4431815,-32175,2863733,-54064
861,20241105,994,1278,603,169,,20770,4712024,5662665,2484466,856324,,51701219,4753422,8587,2609131,0,4398155,-33660,2863262,-471
862,20241106,3420,3877,1434,640,,39386,4715444,5666542,2485900,856964,,51740605,4758578,5156,2609115,-16,4382563,-15592,2863570,308
863,20241107,3541,4544,1447,636,,37530,4718985,5671086,2487347,857600,,51778135,4761611,3033,2608879,-236,4411231,28668,2860900,-2670
864,20241108,3736,4332,1542,660,,36760,4722721,5675418,2488889,858260,,51814895,4759983,-1628,2610104,1225,4445371,34140,2855894,-5006
865,20241109,3066,3704,1236,510,,34541,4725787,5679122,2490125,858770,,51849436,4762943,2960,2613536,3432,4450763,5392,2853497,-2397
866,20241110,1079,1386,561,147,,14696,4726866,5680508,2490686,858917,,51864132,4756321,-6622,2614973,1437,4454262,3499,2835833,-17664
867,20241111,849,1091,507,106,,11040,4727715,5681599,2491193,859023,,51875172,4759071,2750,2614590,-383,4421770,-32492,2779536,-56297
868,20241112,3568,4225,1420,565,,28377,4731283,5685824,2492613,859588,,51903549,4767716,8645,2617436,2846,4391597,-30173,2841447,61911
869,20241113,3868,4331,1536,622,,38169,4735151,5690155,2494149,860210,,51941718,4770193,2477,2617444,8,4396527,4930,2841999,552
870,20241114,3691,4412,1534,615,,35126,4738842,5694567,2495683,860825,,51976844,4773113,2920,2619343,1899,4426955,30428,2840765,-1234
871,20241115,3723,4470,1499,594,,35788,4742565,5699037,2497182,861419,,52012632,4778422,5309,2620101,758,4457650,30695,2837001,-3764
872,20241116,3277,3924,1369,604,,33891,4745842,5702961,2498551,862023,,52046523,4782584,4162,2621935,1834,4462742,5092,2832682,-4319
873,20241117,559,662,290,60,,14042,4746401,5703623,2498841,862083,,52060565,4780974,-1610,2623191,1256,4466167,3425,2823834,-8848
874,20241118,786,1062,413,142,,11164,4747187,5704685,2499254,862225,,52071729,4784866,3892,2622871,-320,4421819,-44348,2763848,-59986
875,20241119,4068,4498,1552,620,,29970,4751255,5709183,2500806,862845,,52101699,4788346,3480,2625335,2464,4393417,-28402,2836338,72490
876,20241120,4060,4553,1560,633,,44598,4755315,5713736,2502366,863478,,52146297,4794540,6194,2625346,11,4396323,2906,2836758,420
877,20241121,3833,4809,1595,706,,37909,4759148,5718545,2503961,864184,,52184206,4798214,3674,2626185,839,4425906,29583,2839183,2425
878,20241122,3720,4510,1555,685,,36580,4762868,5723055,2505516,864869,,52220786,4801510,3296,2628750,2565,4461742,35836,2848765,9582
879,20241123,3120,4301,1436,663,,35805,4765988,5727356,2506952,865532,,52256591,4805554,4044,2632953,4203,4465521,3779,2849315,550
880,20241124,1002,1143,558,153,,17818,4766990,5728499,2507510,865685,,52274409,4808170,2616,2634511,1558,4469062,3541,2839843,-9472
881,20241125,912,1024,508,120,,6033,4767902,5729523,2508018,865805,,52280442,4809488,1318,2634601,90,4429251,-39811,2785955,-53888
882,20241126,1342,1486,639,209,,13149,4769244,5731009,2508657,866014,,52293591,4810523,1035,2635415,814,4391582,-37669,2792351,6396
883,20241127,3874,4321,1548,677,,38514,4773118,5735330,2510205,866691,,52332105,4812000,1477,2635415,0,4367188,-24394,2794793,2442
884,20241128,3756,4450,1523,664,,39839,4776874,5739780,2511728,867355,,52371944,4822824,10824,2637273,1858,4396497,29309,2795442,649
885,20241129,4019,4553,1550,740,,39811,4780893,5744333,2513278,868095,,52411755,4834050,11226,2639183,1910,4436456,39959,2799960,4518
886,20241130,3130,3984,1393,725,,34926,4784023,5748317,2514671,868820,,52446681,4834884,834,2646094,6911,4441597,5141,2800516,556
887,20241130,935,1366,564,121,,16982,4784958,5749683,2515235,868941,,52463663,4817982,-16902,2647752,1658,4440903,-694,2791881,-8635
888,20241201,998,1141,554,128,,7538,4785956,5750824,2515789,869069,,52471201,4831159,13177,2650407,2655,4407923,-32980,2741108,-50773
889,20241202,3190,4056,1512,587,,36391,4789146,5754880,2517301,869656,,52507592,4911236,80077,2653085,2678,4374177,-33746,2814734,73626
890,20241203,4031,4383,1598,620,,45194,4793177,5759263,2518899,870276,,52552786,4854638,-56598,2654929,1844,4381243,7066,2815767,1033
891,20241204,4079,4819,1678,724,,37589,4797256,5764082,2520577,871000,,52590375,4856435,1797,2650690,-4239,4411746,30503,2822664,6897
892,20241205,4427,5153,1661,723,,39053,4801683,5769235,2522238,871723,,52629428,4859713,3278,2654017,3327,4447329,35583,2823557,893
893,20241206,3334,3867,1393,625,,50267,4805017,5773102,2523631,872348,,52679695,4863175,3462,2657846,3829,4464339,17010,2823921,364
894,20241207,1068,1231,566,138,,17758,4806085,5774333,2524197,872486,,52697453,4853606,-9569,2659459,1613,4471070,6731,2822953,-968
895,20241208,892,1249,554,138,,8560,4806977,5775582,2524751,872624,,52706013,4858755,5149,2659317,-142,4438271,-32799,2823343,390
896,20241209,4077,4047,1533,620,,33851,4811054,5779629,2526284,873244,,52739864,4872267,13512,2662555,3238,4412749,-25522,2899356,76013
897,20241210,4175,4768,1634,657,,39005,4815229,5784397,2527918,873901,,52778869,4866008,-6259,2662556,1,4421601,8852,2962879,63523
898,20241211,3877,4846,1557,739,,38850,4819106,5789243,2529475,874640,,52817719,4869100,3092,2665107,2551,4459143,37542,2900991,-61888
899,20241212,4160,4791,1676,622,,36972,4823266,5794034,2531151,875262,,52854691,4878188,9088,2667443,2336,4492641,33498,2903073,2082
900,20241213,3550,4065,1385,579,,32735,4826816,5798099,2532536,875841,,52887426,4880146,1958,2671555,4112,4498570,5929,2903625,552
901,20241214,927,1234,560,138,,17396,4827743,5799333,2533096,875979,,52904822,4875331,-4815,2673092,1537,4504009,5439,2896704,-6921
902,20241215,941,1097,577,130,,5690,4828684,5800430,2533673,876109,,52910512,4878282,2951,2672736,-356,4467351,-36658,2842164,-54540
903,20241216,3868,4242,1551,613,,35459,4832552,5804672,2535224,876722,,52945971,4898884,20602,2675902,3166,4438715,-28636,2916468,74304
904,20241217,3712,4545,1612,705,,42010,4836264,5809217,2536836,877427,,52987981,4884888,-13996,2675911,9,4473343,34628,2921415,4947
905,20241218,4267,4668,1634,730,,39523,4840531,5813885,2538470,878157,,53027504,4888717,3829,2677294,1383,4513246,39903,2927238,5823
906,20241219,4116,4917,1563,668,,36124,4844647,5818802,2540033,878825,,53063628,4898958,10241,2679651,2357,4552451,39205,2927634,396
907,20241220,3302,3711,1318,638,,36294,4847949,5822513,2541351,879463,,53099922,4903054,4096,2683542,3891,4581692,29241,2927773,139
908,20241221,1036,1077,523,126,,13353,4848985,5823590,2541874,879589,,53113275,4901017,-2037,2685108,1566,4587838,6146,2914732,-13041
909,20241222,1032,1145,548,111,,12047,4850017,5824735,2542422,879700,,53125322,4903920,2903,2684790,-318,4562980,-24858,2858577,-56155
910,20241223,3742,4055,1597,686,,31740,4853759,5828790,2544019,880386,,53157062,4910030,6110,2687384,2594,4531769,-31211,2930163,71586
911,20241224,4397,4724,1586,706,,41454,4858156,5833514,2545605,881092,,53198516,4913952,3922,2687385,1,4542339,10570,3000986,70823
912,20241225,3807,4497,1626,750,,38582,4861963,5838011,2547231,881842,,53237098,4918072,4120,2689684,2299,4576811,34472,3003326,2340
913,20241226,3742,4463,1579,713,,39203,4865705,5842474,2548810,882555,,53276301,4915215,-2857,2692658,2974,4617289,40478,3004657,1331
914,20241227,3299,3764,1457,680,,35627,4869004,5846238,2550267,883235,,53311928,4928857,13642,2696808,4150,4622607,5318,3005244,587
915,20241228,1091,1154,540,143,,15751,4870095,5847392,2550807,883378,,53327679,4922824,-6033,2698533,1725,4627747,5140,2991483,-13761
916,20241229,975,1121,564,121,,6775,4871070,5848513,2551371,883499,,53334454,4935638,12814,2701124,2591,4593018,-34729,2939803,-51680
917,20241230,3757,4337,1573,721,,37395,4874827,5852850,2552944,884220,,53371849,4952336,16698,2704364,3240,4563686,-29332,3010680,70877
918,20250101,3676,4476,1562,713,,41818,4878503,5857326,2554506,884933,,53413667,5009340,57004,2704376,12,4577182,13496,3012867,2187
919,20250102,3822,4388,1497,632,,38681,4882325,5861714,2556003,885565,,53452348,5009119,-221,2705442,1066,4600839,23657,3013352,485
920,20250103,3914,4379,1658,678,,42701,4886239,5866093,2557661,886243,,53495049,4945520,-63599,2708438,2996,4638964,38125,3011915,-1437
921,20250104,2962,3506,1340,550,,31103,4889201,5869599,2559001,886793,,53526152,4946743,1223,2713218,4780,4659881,20917,3008751,-3164
922,20250105,1006,1160,569,134,,17439,4890207,5870759,2559570,886927,,53543591,4938720,-8023,2714821,1603,4665295,5414,2996951,-11800
923,20250106,897,1014,551,123,,12241,4891104,5871773,2560121,887050,,53555832,4940736,2016,2714270,-551,4629088,-36207,2941081,-55870
924,20250107,4108,4470,1715,714,,46243,4895212,5876243,2561836,887764,,53602075,4951795,11059,2718031,3761,4612198,-16890,3015360,74279
925,20250108,3826,4488,1506,602,,40281,4899038,5880731,2563342,888366,,53642356,4956050,4255,2718040,9,4618238,6040,3015807,447
926,20250109,3687,4511,1499,693,,37887,4902725,5885242,2564841,889059,,53680243,4958546,2496,2719555,1515,4647213,28975,3016365,558
927,20250110,3536,4462,1526,634,,35902,4906261,5889704,2566367,889693,,53716145,4953257,-5289,2722300,2745,4682468,35255,3016760,395
928,20250111,2785,3598,1242,532,,35098,4909046,5893302,2567609,890225,,53751243,4958592,5335,2726195,3895,4687448,4980,2941207,-75553
929,20250112,889,1125,510,113,,12945,4909935,5894427,2568119,890338,,53764188,4962599,4007,2727392,1197,4690866,3418,2866316,-74891
930,20250113,787,1096,445,103,,10377,4910722,5895523,2568564,890441,,53774565,4966351,3752,2727375,-17,4654666,-36200,2798500,-67816
931,20250114,3404,3938,1431,599,,29148,4914126,5899461,2569995,891040,,53803713,4969890,3539,2729888,2513,4624429,-30237,2786871,-11629
932,20250115,3988,4566,1672,773,,45297,4918114,5904027,2571667,891813,,53849010,4968059,-1831,2729896,8,4368729,-255700,2784977,-1894
933,20250116,3487,4266,1540,623,,38991,4921601,5908293,2573207,892436,,53888001,4972584,4525,2731857,1961,4374476,5747,2774688,-10289
934,20250117,4085,4440,1617,690,,36182,4925686,5912733,2574824,893126,,53924183,4981162,8578,2736217,4360,4375543,1067,2703761,-70927
935,20250118,3210,3716,1413,638,,54521,4928896,5916449,2576237,893764,,53978704,4984761,3599,2740098,3881,4379644,4101,2633997,-69764
936,20250119,1123,1425,583,141,,12673,4930019,5917874,2576820,893905,,53991377,4981091,-3670,2741954,1856,4378969,-675,2560132,-73865
937,20250120,866,1262,549,100,,12151,4930885,5919136,2577369,894005,,54003528,4989067,7976,2743137,1183,4348007,-30962,2494525,-65607
938,20250121,3678,4353,1645,665,,31279,4934563,5923489,2579014,894670,,54034807,4991327,2260,2746688,3551,4382867,34860,2485404,-9121
939,20250122,4008,4695,1626,679,,41411,4938571,5928184,2580640,895349,,54076218,4997273,5946,2746690,2,4391889,9022,2483282,-2122
940,20250123,4086,5114,1732,813,,40376,4942657,5933298,2582372,896162,,54116594,5001095,3822,2747845,1155,4398132,6243,2408218,-75064
941,20250124,3167,4120,1521,691,,34656,4945824,5937418,2583893,896853,,54151250,5002940,1845,2749154,1309,4403946,5814,2336714,-71504
942,20250125,2986,3444,1379,587,,32117,4948810,5940862,2585272,897440,,54183367,5005819,2879,2752698,3544,4403032,-914,2259223,-77491
943,20250126,836,1157,557,159,,20873,4949646,5942019,2585829,897599,,54204240,5000646,-5173,2754341,1643,4399285,-3747,2183362,-75861
944,20250127,862,925,532,106,,10645,4950508,5942944,2586361,897705,,54214885,5008121,7475,2753480,-861,4361124,-38161,2115893,-67469
945,20250128,3123,4158,1533,673,,31888,4953631,5947102,2587894,898378,,54246773,5025022,16901,2756464,2984,4390356,29232,2104591,-11302
946,20250129,3671,4483,1641,683,,43117,4957302,5951585,2589535,899061,,54289890,4999940,-25082,2756472,8,4403467,13111,2101739,-2852
947,20250130,3534,4520,1576,634,,36270,4960836,5956105,2591111,899695,,54326160,5025339,25399,2760542,4070,4409540,6073,2028646,-73093
948,20250131,3798,4424,1615,696,,37979,4964634,5960529,2592726,900391,,54364139,5027062,1723,2760566,24,4408419,-1121,1953544,-75102
949,20250201,2815,3263,1410,636,,35458,4967449,5963792,2594136,901027,,54399597,5097347,70285,2763143,2577,4406087,-2332,1876838,-76706
950,20250202,881,955,531,110,,20494,4968330,5964747,2594667,901137,,54420091,5099708,2361,2770746,7603,4404075,-2012,1799185,-77653
951,20250203,872,1001,570,131,,11941,4969202,5965748,2595237,901268,,54432032,5041958,-57750,2771437,691,4383663,-20412,1731294,-67891
952,20250204,3273,3652,1522,617,,28117,4972475,5969400,2596759,901885,,54460149,5053620,11662,2771907,470,4414782,31119,1721006,-10288
953,20250205,3583,4286,1656,633,,46371,4976058,5973686,2598415,902518,,54506520,5046756,-6864,2774846,2939,4424956,10174,1719050,-1956
954,20250206,3326,4147,1559,644,,50917,4979384,5977833,2599974,903162,,54557437,5049612,2856,2773563,-1283,4433276,8320,1641212,-77838
955,20250207,3213,4686,1497,692,,38365,4982597,5982519,2601471,903854,,54595802,5043372,-6240,2776561,2998,4437224,3948,1563465,-77747
956,20250208,2653,3640,1289,619,,34836,4985250,5986159,2602760,904473,,54630638,5045702,2330,2780372,3811,4437447,223,1484916,-78549
957,20250209,881,1027,517,114,,15762,4986131,5987186,2603277,904587,,54646400,5035695,-10007,2781460,1088,4439592,2145,1407101,-77815
958,20250210,753,908,521,97,,4713,4986884,5988094,2603798,904684,,54651113,5040609,4914,2781051,-409,4407651,-31941,1341427,-65674
959,20250211,3337,3929,1417,590,,33760,4990221,5992023,2605215,905274,,54684873,5057502,16893,2783610,2559,4435178,27527,1331237,-10190
960,20250212,3127,4025,1587,698,,45199,4993348,5996048,2606802,905972,,54730072,5052523,-4979,2783617,7,4444399,9221,1328182,-3055
961,20250213,3338,4258,1490,626,,35509,4996686,6000306,2608292,906598,,54765581,5057322,4799,2785162,1545,4446576,2177,1251764,-76418
962,20250214,3338,4290,1492,653,,35463,5000024,6004596,2609784,907251,,54801044,5056724,-598,2787681,2519,4446845,269,1172286,-79478
963,20250215,2835,3686,1375,657,,33825,5002859,6008282,2611159,907908,,54834869,5063252,6528,2791239,3558,4445991,-854,1097939,-74347
964,20250216,878,1150,570,142,,17651,5003737,6009432,2611729,908050,,54852520,5059695,-3557,2793024,1785,4443522,-2469,1022968,-74971
965,20250217,879,1002,558,116,,6902,5004616,6010434,2612287,908166,,54859422,5064960,5265,2793138,114,4412012,-31510,956651,-66317
966,20250218,3463,3962,1514,600,,35250,5008079,6014396,2613801,908766,,54894672,5072213,7253,2796346,3208,4443849,31837,947347,-9304
967,20250219,3855,4309,1539,620,,40313,5011934,6018705,2615340,909386,,54934985,5072921,708,2796353,7,4455242,11393,945957,-1390
968,20250220,3402,4226,1469,706,,36806,5015336,6022931,2616809,910092,,54971791,5078135,5214,2798307,1954,4454034,-1208,870055,-75902
969,20250221,3558,4277,1489,659,,35563,5018894,6027208,2618298,910751,,55007354,5081634,3499,2801157,2850,4453476,-558,797010,-73045
970,20250222,2514,3161,1267,563,,38273,5021408,6030369,2619565,911314,,55045627,5084972,3338,2804049,2892,4454599,1123,722870,-74140
971,20250223,761,897,522,100,,9227,5022169,6031266,2620087,911414,,55054854,5083987,-985,2805506,1457,4446810,-7789,649045,-73825
972,20250224,749,830,533,96,,9532,5022918,6032096,2620620,911510,,55064386,5091450,7463,2805581,75,4418320,-28490,584431,-64614
973,20250225,1087,1126,632,147,,19997,5024005,6033222,2621252,911657,,55084383,5096887,5437,2805595,14,4414398,-3922,573531,-10900
974,20250226,3159,3997,1495,618,,29886,5027164,6037219,2622747,912275,,55114269,5089967,-6920,2805595,0,4418663,4265,565766,-7765
975,20250227,2892,3729,1446,609,,35316,5030056,6040948,2624193,912884,,55149585,5091793,1826,2806101,506,4413530,-5133,488507,-77259
976,20250228,3485,4438,1556,686,,40388,5033541,6045386,2625749,913570,,55189973,5121548,29755,2808823,2722,4413689,159,413404,-75103
977,20250228,3096,3730,1379,596,,41874,5036637,6049116,2627128,914166,,55231847,5118834,-2714,2812105,3282,4419739,6050,336892,-76512
978,20250228,880,1073,531,136,,9705,5037517,6050189,2627659,914302,,55241552,5101662,-17172,2816475,4370,4422430,2691,336034,-858
979,20250228,1007,1099,573,115,,8386,5038524,6051288,2628232,914417,,55249938,5106105,4443,2816475,0,4393497,-28933,330646,-5388
980,20250301,3454,3883,1625,674,,39048,5041978,6055171,2629857,915091,,55288986,5188965,82860,2818378,1903,4427131,33634,338110,7464
981,20250302,3697,4007,1519,641,,41093,5045675,6059178,2631376,915732,,55330079,5188487,-478,2823091,4713,4437726,10595,338919,809
982,20250303,3829,4659,1560,630,,44122,5049504,6063837,2632936,916362,,55374201,5103122,-85365,2819855,-3236,4446079,8353,339678,759
983,20250304,3378,4346,1498,597,,35811,5052882,6068183,2634434,916959,,55410012,5113503,10381,2822044,2189,4442493,-3586,340833,1155
984,20250305,2969,3718,1355,602,,34000,5055851,6071901,2635789,917561,,55444012,5119204,5701,2825958,3914,4443354,861,340925,92
985,20250306,1035,1406,602,134,,37480,5056886,6073307,2636391,917695,,55481492,5108916,-10288,2827582,1624,4449872,6518,338983,-1942
986,20250307,952,1236,597,128,,9293,5057838,6074543,2636988,917823,,55490785,5113074,4158,2827264,-318,4426838,-23034,333664,-5319
987,20250308,3623,4019,1537,582,,31997,5061461,6078562,2638525,918405,,55522782,5120644,7570,2829837,2573,4454530,27692,339320,5656
988,20250309,3499,4180,1527,629,,45715,5064960,6082742,2640052,919034,,55568497,5118190,-2454,2829845,8,4464262,9732,339370,50
989,20250310,3974,4556,1558,613,,36364,5068934,6087298,2641610,919647,,55604861,5125727,7537,2831258,1413,4468228,3966,338953,-417
990,20250311,3719,4465,1585,697,,38846,5072653,6091763,2643195,920344,,55643707,5121110,-4617,2835202,3944,4465044,-3184,340254,1301
991,20250312,2768,3623,1347,582,,39486,5075421,6095386,2644542,920926,,55683193,5124463,3353,2839358,4156,4463986,-1058,340319,65
992,20250313,919,1196,560,92,,14002,5076340,6096582,2645102,921018,,55697195,5127596,3133,2840655,1297,4462786,-1200,338415,-1904
993,20250314,973,1331,602,125,,6203,5077313,6097913,2645704,921143,,55703398,5129760,2164,2840630,-25,4433652,-29134,334492,-3923
994,20250315,3605,4164,1562,699,,38407,5080918,6102077,2647266,921842,,55741805,5141062,11302,2843824,3194,4465998,32346,341091,6599
995,20250316,3959,4359,1611,680,,42828,5084877,6106436,2648877,922522,,55784633,5131208,-9854,2843831,7,4474784,8786,341966,875
996,20250317,3668,4444,1526,675,,37349,5088545,6110880,2650403,923197,,55821982,5137417,6209,2844556,725,4481070,6286,342091,125
997,20250318,3796,4689,1555,735,,37831,5092341,6115569,2651958,923932,,55859813,5149160,11743,2847556,3000,4478168,-2902,343283,1192
998,20250319,3038,3535,1327,596,,33172,5095379,6119104,2653285,924528,,55892985,5152507,3347,2851593,4037,4483481,5313,343354,71
999,20250320,1002,1126,588,143,,28131,5096381,6120230,2653873,924671,,55921116,5150816,-1691,2853314,1721,4481443,-2038,342369,-985
1000,20250321,959,1085,581,112,,11537,5097340,6121315,2654454,924783,,55932653,5154647,3831,2852653,-661,4453119,-28324,337654,-4715
1001,20250322,3553,4241,1556,708,,31456,5100893,6125556,2656010,925491,,55964109,5162747,8100,2855710,3057,4478296,25177,343415,5761
1002,20250323,3689,4380,1632,661,,42081,5104582,6129936,2657642,926152,,56006190,5161569,-1178,2855718,8,4489706,11410,344004,589
1003,20250324,3532,4359,1528,619,,36713,5108114,6134295,2659170,926771,,56042903,5165204,3635,2856785,1067,4495621,5915,345348,1344
1004,20250325,3928,5073,1675,778,,43176,5112042,6139368,2660845,927549,,56086079,5171414,6210,2860041,3256,4490402,-5219,346502,1154
1005,20250326,3634,4038,1450,671,,36594,5115676,6143406,2662295,928220,,56122673,5174466,3052,2864596,4555,4489346,-1056,346639,137
1006,20250327,927,1126,571,146,,18083,5116603,6144532,2662866,928366,,56140756,5173949,-517,2866135,1539,4487835,-1511,345649,-990
1007,20250328,985,1183,586,124,,6140,5117588,6145715,2663452,928490,,56146896,5178667,4718,2865982,-153,4457168,-30667,341434,-4215
1008,20250329,3957,4492,1666,699,,40973,5121545,6150207,2665118,929189,,56187869,5215254,36587,2872159,6177,4492969,35801,348197,6763
1009,20250330,4150,4959,1691,803,,45128,5125695,6155166,2666809,929992,,56232997,5195208,-20046,2872166,7,4507018,14049,349870,1673
1010,20250401,3632,4438,1569,716,,43928,5129327,6159604,2668378,930708,,56276925,5270501,75293,2870703,-1463,4509157,2139,351125,1255
1011,20250402,3713,4494,1563,700,,39480,5133040,6164098,2669941,931408,,56316405,5234579,-35922,2875358,4655,4515823,6666,352045,920
1012,20250403,3165,4299,1436,666,,44367,5136205,6168397,2671377,932074,,56360772,5209146,-25433,2880542,5184,4525386,9563,352149,104
1013,20250404,941,1193,560,113,,20401,5137146,6169590,2671937,932187,,56381173,5208791,-355,2881741,1199,4533197,7811,351230,-919
1014,20250405,1015,1257,592,155,,22378,5138161,6170847,2672529,932342,,56403551,5216307,7516,2881411,-330,4501674,-31523,346885,-4345
1015,20250406,3468,4270,1544,637,,41210,5141629,6175117,2674073,932979,,56444761,5223769,7462,2884273,2862,4549785,48111,353247,6362
1016,20250407,4229,4887,1743,726,,44770,5145858,6180004,2675816,933705,,56489531,5215037,-8732,2884282,9,4556466,6681,353319,72
1017,20250408,3933,4683,1621,724,,39021,5149791,6184687,2677437,934429,,56528552,5219493,4456,2885794,1512,4562027,5561,355059,1740
1018,20250409,3712,4647,1621,669,,37362,5153503,6189334,2679058,935098,,56565914,5221625,2132,2888444,2650,4564798,2771,355099,40
1019,20250410,3447,3921,1403,609,,34225,5156950,6193255,2680461,935707,,56600139,5228926,7301,2892654,4210,4568054,3256,353679,-1420
1020,20250411,1169,1298,634,152,,27830,5158119,6194553,2681095,935859,,56627969,5226230,-2696,2893918,1264,4568332,278,352567,-1112
1021,20250412,1291,1401,680,166,,13298,5159410,6195954,2681775,936025,,56641267,5230728,4498,2893958,40,4538708,-29624,349587,-2980
1022,20250413,3760,4565,1639,632,,31301,5163170,6200519,2683414,936657,,56672568,5244932,14204,2896994,3036,4573794,35086,357359,7772
1023,20250414,4559,5480,1833,754,,47767,5167729,6205999,2685247,937411,,56720335,5234822,-10110,2897005,11,4613869,40075,363732,6373
1024,20250415,4205,5194,1746,708,,40566,5171934,6211193,2686993,938119,,56760901,5243983,9161,2895586,-1419,4627418,13549,365794,2062
1025,20250416,4288,5307,1746,712,,40346,5176222,6216500,2688739,938831,,56801247,5250417,6434,2898842,3256,4633961,6543,367566,1772
1026,20250417,3480,4114,1497,668,,41626,5179702,6220614,2690236,939499,,56842873,5252927,2510,2902598,3756,4634887,926,367670,104
1027,20250418,1241,1508,660,181,,16272,5180943,6222122,2690896,939680,,56859145,5247576,-5351,2908080,5482,4631389,-3498,366537,-1133
1028,20250419,1089,1568,708,173,,12823,5182032,6223690,2691604,939853,,56871968,5252969,5393,2908081,1,4601206,-30183,361464,-5073
1029,20250420,4127,5123,1802,749,,41327,5186159,6228813,2693406,940602,,56913295,5260067,7098,2909441,1360,4640932,39726,367463,5999
1030,20250421,4078,5002,1661,726,,42979,5190237,6233815,2695067,941328,,56956274,5264458,4391,2911112,1671,4645864,4932,367507,44
1031,20250422,3877,4767,1544,725,,41179,5194114,6238582,2696611,942053,,56997453,5268645,4187,2912887,1775,4648956,3092,369587,2080
1032,20250423,4031,5077,1587,716,,40304,5198145,6243659,2698198,942769,,57037757,5272107,3462,2913278,391,4654121,5165,371210,1623
1033,20250424,3300,4000,1412,655,,51751,5201445,6247659,2699610,943424,,57089508,5277251,5144,2920976,7698,4652635,-1486,371300,90
1034,20250425,1186,1207,572,139,,22061,5202631,6248866,2700182,943563,,57111569,5271761,-5490,2923939,2963,4659179,6544,369310,-1990
1035,20250426,887,1081,579,141,,7324,5203518,6249947,2700761,943704,,57118893,5276852,5091,2924150,211,4627961,-31218,364460,-4850
1036,20250427,3732,4379,1568,700,,37066,5207250,6254326,2702329,944404,,57155959,5285186,8334,2924974,824,4640881,12920,371424,6964
1037,20250428,3828,4799,1543,697,,38723,5211078,6259125,2703872,945101,,57194682,5284821,-365,2927454,2480,4645351,4470,371761,337
1038,20250429,4253,4890,1572,670,,39247,5215331,6264015,2705444,945771,,57233929,5285795,974,2928902,1448,4646836,1485,372851,1090
1039,20250430,3684,4793,1602,750,,34434,5219015,6268808,2707046,946521,,57268363,5323387,37592,2931946,3044,4642987,-3849,373759,908
1040,20250430,3297,4034,1375,671,,31945,5222312,6272842,2708421,947192,,57300308,5321768,-1619,2939622,7676,4643478,491,373850,91
1041,20250501,904,956,497,110,,7072,5223216,6273798,2708918,947302,,57307380,5301944,-19824,2944089,4467,4636158,-7320,370824,-3026
1042,20250502,1045,1281,582,158,,9776,5224261,6275079,2709500,947460,,57317156,5307682,5738,2945010,921,4594389,-41769,366385,-4439
1043,20250503,3797,4631,1605,673,,36994,5228058,6279710,2711105,948133,,57354150,5376606,68924,2946441,1431,4629853,35464,373535,7150
